source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
timesofindia.indiatimes.com,http://timesofindia.indiatimes.com/city/kozhikode/Landslide-holds-up-traffic-at-Nadukani-for-hours-none-injured/articleshow/20771153.cms,4982,06/25/2013 08:00:00 AM,,"Thenpara, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu","The landslides occurred at First Hairpin Bend, Thenpara and Jaram regions of Ghat Road, after the heavy rain received at Nadukani last night. Efforts to clear the block began early morning on Tuesday by forest officials who arrived from Nellikkuthu.","Thenpara, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,4982.0,India,IN,Tamil Nādu,31364.0,Kangayam,6.03885,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.5947,10.9628
timesofindia.indiatimes.com,http://timesofindia.indiatimes.com/city/kozhikode/Landslide-holds-up-traffic-at-Nadukani-for-hours-none-injured/articleshow/20771153.cms,4983,06/25/2013 08:00:00 AM,,"Jaram, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu","The landslides occurred at First Hairpin Bend, Thenpara and Jaram regions of Ghat Road, after the heavy rain received at Nadukani last night. Efforts to clear the block began early morning on Tuesday by forest officials who arrived from Nellikkuthu.","Jaram, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,4983.0,India,IN,Tamil Nādu,31364.0,Kangayam,6.03885,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.5947,10.9628
ZeeNews India,http://zeenews.india.com/tamil-nadu/landslip-results-in-traffic-disruption-for-two-hours-2011036.html,9761,06/01/2017 01:34:00 PM,,Landslide near Coonooer,"Trees and boulders fell onto highway, cutting off traffic for two hours",Coonoor-Mettupalyam road near Kallar,5km,landslide,rain,small,above_road,0.0,0.0,,,,,,,,,,,,06/16/2017 01:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.8694278,11.34165808
The Hindu,http://www.thehindu.com/news/cities/Mangalore/landslip-delays-train-movement/article18968245.ece,9730,06/12/2017 01:27:00 PM,,Landslide on tracks near Mangaluru,Landslide blocks train tracks on Southern Railway,"Near Mangaluru, on Southern Railway between Padil and Jokatte Stations",5km,landslide,rain,small,above_road,,,,,,,,,,,,,,06/15/2017 01:27:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.85970453,12.89674168
Kerala Everyday,http://kerala.indiaeveryday.com/fullnews-four-killed-in-landslip-at-pangappara-in-thiruvananthapuram-1186-3594643.htm,9738,06/05/2017 01:34:00 PM,,Landslide in Construction site in Pangappara,Construction wall seemingly failed and caused a landslide in a construction zone,"Pangappara, near Thiruvananthapuram",5km,landslide,construction,medium,urban,4.0,1.0,,http://english.mathrubhumi.com/polopoly_fs/1.1991988!/image/image.jpg_gen/derivatives/landscape_607/image.jpg,,,,,,,,,,06/16/2017 01:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.89785918,8.558668245
Times of India,http://timesofindia.indiatimes.com/city/mysuru/-Traffic-disrupted-for-4-hours-due-to-landslide/articleshow/9004179.cms?from=mdr,3659,06/27/2011 12:00:00 AM,,Madikeri-Mangalore highway,"Traffic was disrupted for four hours on Madikeri-Mangalore highway following a huge landslide, which dumped a lot of wet mud on to the road. It took the PWD over five hours to clear the road with the help of excavators. Deputy commissioner Chandregowda visited the spot with PWD engineers.   Since many landslides have been occurring at many spots along the Mangalore road, the deputy commissioner has instructed officials to deploy an excavator on the Mangalore road to remove road blocks whenever and wherever required. There are also many instances of roads being blocked by fallen trees and landslides of smaller intensities, in the interior parts of the district.  ",Madikeri-Mangalore highway,unknown,landslide,rain,medium,unknown,0.0,,,,,glc,3659.0,India,IN,Karnataka,53331.0,Puttūr,10.91024,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2565,12.6771
www.deccanchronicle.com,http://www.deccanchronicle.com/131114/news-current-affairs/article/heavy-rains-landslide-hit-train-services-kumari-thiruvana%C2%ADntha,5635,11/13/2013 11:00:00 PM,,"Karakkamandapam, Kerala","Train services between Kanyakumari and Thiru_va__nanthapuram were cancelled following a landslide on the track at Nemom on Wednesday. The landslide, caused by heavy rain last night, was said to have partially covered the railway track. According to southern railway sources, Mumbai-bound Island express from Kanyakumari, Kan_yaku_mari-Thiruvana_ntha_puram passenger train, the Nagercoil-Man_galore Parasuram express and Nagercoil-Kochuvelly passenger train were cancelled on Wednesday. The Chennai-Guruvayoor express was stopped at Nagercoil due to the landslide. Ferry ervices to Vivek_ananda rock and Thiruvalluvar rock in Kanyakumari were also suspended on Wednesday due to rough seas. Due to continuous rain in the catchment areas, Pechi_parai dam registered an inflow of 382 cusecs, while Perunchani dam in the district received an inflow of 174 cusecs, according to PWD sources.","Karakkamandapam, Kerala",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,5635.0,India,IN,Kerala,784153.0,Thiruvananthapuram,7.3597,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.009,8.4557
ibnlive.in,http://ibnlive.in.com/news/landslides-in-parts-of-idukki/156453-60-116.html,3562,06/01/2011 11:00:00 PM,,"Kottayam-Kattapana road, at Ellapara(Elappara) village, Idukki, Kerala","Jun 04, 2011   Heavy rain lashing the state has caused landslides at various parts of the district. A landslide was reported at Ellapara on Wednesday night disrupting the vehicular movement on the Kottayam-Kattapana road for a few hours. A house was partially damaged in the incident. No casualties have been reported so far. The traffic was restored after clearing off the mud from the road.","Kottayam-Kattapana road, at Ellapara(Elappara) village, Idukki, Kerala",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3562.0,India,IN,Kerala,33408.0,Erāttupetta,22.75221,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9792,9.6326
United Nations Development Programme - Relief Web,http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument,100,06/25/2007 12:00:00 AM,,Kozhikode,United Nations Development Programme - Relief Web,Kozhikode,50km,landslide,rain,medium,unknown,,,,,,glc,100.0,India,IN,Kerala,439922.0,Kozhikode,5.8806,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.8275,11.2738
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-11-13/thiruvananthapuram/44028783_1_train-traffic-mangalore-central-parasuram-express-heavy-rain,5638,11/13/2013 12:00:00 AM,,"Nagercoil, Tamil Nadu",The train traffic at Thiruvananthapuram has been disrupted due to heavy incessant rain which has caused waterlogging on railway tracks and landslides at several places including the yard at Thiruvananthapuram Central station and Nagarcoil on Wednesday.,"Nagercoil, Tamil Nadu",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,5638.0,India,IN,Tamil Nadu,213858.0,Nāgercoil,1.09983,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.444,8.1747
Times of India,http://timesofindia.indiatimes.com/City/Madurai/Landslide-hits-traffic-on-Kodai-road/articleshow/44957640.cms,6322,10/27/2014 09:00:00 AM,,Dum Dum Parai,"Incessant rain for the past few days in Kodaikanal hills have washed away a 50 feet road at Dum Dum Parai area, around seven km from the starting point of Ghat road section, on early hours of Monday.",Dum Dum Parai,25km,rock_fall,downpour,medium,above_road,0.0,0.0,,,,glc,6322.0,India,IN,Tamil Nadu,14190.0,Devadānappatti,10.15794,10/29/2014 03:55:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.6377,10.2379
newindpress,http://www.newindpress.com/NewsItems.asp?ID=IET20080210024010&Page=T&Title=Southern+News+-+Tamil+Nadu&Topic=0,448,02/08/2008 12:00:00 AM,,Kodaikanal,85.4mm of rain recorded in a few hours,Kodaikanal,25km,landslide,rain,medium,unknown,,,,,,glc,448.0,India,IN,Karnātaka,5104047.0,Bangalore,1.7211,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.6092,12.9752
personal communication,,554,05/28/2008 12:00:00 AM,,"Periyanmala, Kottayam district, Kerala, India",,"Periyanmala, Kottayam district, Kerala, India",5km,landslide,downpour,medium,unknown,,,,,,glc,554.0,India,IN,Kerala,33408.0,Erāttupetta,7.22205,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.8403,9.7327
english.manoramaonline.com,http://english.manoramaonline.com/cgi-bin/MMOnline.dll/portal/ep/contentView.do?contentId=15449436&tabId=1&programId=11565535,5633,11/13/2013 04:00:00 AM,,"Valiyasalai, Thiruvananthapuram, Kerala",The railway has cancelled five train services due to a landslide that occurred at Valiyasala and Kochuveli around 4 am on Wednesday.,"Valiyasalai, Thiruvananthapuram, Kerala",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,5633.0,India,IN,Kerala,784153.0,Thiruvananthapuram,3.28558,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.921,8.4951
daijiworld,http://www.daijiworld.com/news/news_disp.asp?n_id=49719&n_tit=Puttur:+Landslide+on+Track+Halts+Mangalore-Bangalore+Trains,704,08/10/2008 12:00:00 AM,,Edakumeri near Subrahmanya,all railway events are likely related and could be redundant entries,Edakumeri near Subrahmanya,50km,landslide,downpour,medium,unknown,,,,,,glc,704.0,India,IN,Karnataka,18950.0,Sulya,24.89116,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.605,12.6445
ibnlive.in,http://ibnlive.in.com/news/crops-worth-rs-185-lakh-destroyed-in-idukki/156739-60-116.html,3568,06/02/2011 12:00:00 AM,,"Thodpuzha(Thodupuzha) municipality, Idukki, Kerala","Jun 05, 2011 at 12:04pm IST  KATTAPPANA: The heavy rain which has been lashing the district for the last several days has caused heavy damage to crops and property. According to the Agriculture Department sources, crops worth Rs 18.5 lakh in 150 hectares of land have been destroyed. The farmers in Thodupuzha, Peermade and Idukki taluk suffered a major loss as the crops got damaged in the rain. Three houses were fully damaged and over 17 houses were partially damaged in several parts of the district. Landslides were reported in Thodupuzha, Kulamavvu, Munnar and Elappara in the last two days. Power supply was disrupted in many parts of Idukki owing to the snapping of transmission lines. Traffic on many roads in and around the district was also disrupted owing to landslides. Landslide occurred over Past 2 days.","Thodpuzha(Thodupuzha) municipality, Idukki, Kerala",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,3568.0,India,IN,Kerala,1200.0,Palackattumala,16.43713,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.7046,9.8721
Times of India,http://timesofindia.indiatimes.com/City/Coimbatore/Landslide-brings-traffic-to-halt/articleshow/40842022.cms,6544,08/22/2014 10:30:00 PM,,second hairpin bend near Varattupallam,"Erode Distrct witnessed a major landslide on the Burgur-Thalavadi ghat road near Andhiyur on Friday night. According to villagers, with huge rocks blocking roads, traffic was completely disrupted on Erode-Mysore state highways. However, no injuries were reported in the disaster, district administration confirmed.",second hairpin bend near Varattupallam,1km,other,downpour,medium,above_road,0.0,0.0,,,,glc,6544.0,India,IN,Tamil Nadu,20436.0,Anthiyur,12.13084,12/17/2014 04:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.571,11.683
The Hindu,http://www.thehindu.com/news/national/tamil-nadu/landslip-snaps-traffic-on-ghat-road/article7405854.ece,7156,07/09/2015 12:00:00 AM,,Kodaikanal-Palani Ghat Road,Heaps of soil slid from the edge of Kodaikanal-Palani Ghat Road near the 11{+t}{+h}bend snapping road connectivity to Kodaikanal hill and paralysing traffic on this stretch till Thursday evening.,Kodaikanal-Palani Ghat Road,25km,landslide,unknown,medium,below_road,0.0,0.0,,,,glc,7156.0,India,IN,Tamil Nadu,24120.0,Ayakudi,11.73941,07/10/2015 09:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.5666,10.3448
News Karnataka,http://www.newskarnataka.com/mangalore/landslide-in-ullal-exposes-15-ft-tunnel-houses-face-threat,8654,07/04/2016 08:00:00 AM,,"Kallarakodi, Ullal, India","A landslide that occurred on Monday early morning at a village named Kallarakodi in Ullal GP has brought to fore a 15-ft tunnel. A couple of houses built close to the tunnel are now facing threat.  Landslide in Ullal exposes 15-ft tunnel, houses face threat-1A hillock behind the residence of Sadashiva Devadiga here slid exposing a 15-ft tunnel.  It is said that Devadiga’s wife Padmavathy used to do her daily chores of cleaning vessels and washing clothes behind the house. Fortunately, on Monday morning, for various reasons she could not go to the backyard to do her work, due to which she survived. The family was unaware of the landslide and was later intimated by their neighbour.  Sadashiva Devadiga had gone to the hospital to get his son discharged. Their son had met with an accident a week ago and was recuperating in a local hospital.  However, Konaje Panchayat has filled the 15-ft tunnel and has promised to do all possible efforts to save the houses built in close proximity to the t","Kallarakodi, Ullal, India",5km,landslide,unknown,small,urban,0.0,0.0,,http://www.newskarnataka.com//fileman/Uploads/Documents/ullal_hole_2016_7.jpg,,glc,8654.0,India,IN,Karnataka,59116.0,Ullal,0.80588,07/07/2016 05:49:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.8678,12.8041
gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",2165,07/29/2010 12:00:00 AM,,"Shakthinagar, Mangalore","As per media report torrential rains on 29th July 2010 triggered a landslide at Shakthinagar, Mangalore. The landslide damaged a house and injured one person. ","Shakthinagar, Mangalore",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2165.0,India,IN,Karnataka,417387.0,Mangalore,3.01848,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.8735,12.896
daijiworld,http://www.daijiworld.com/news/news_disp.asp?n_id=86992&n_tit=Mangalore%3A+Train+Services+to+Bangalore+Resume,2537,10/03/2010 12:00:00 AM,,"Channarāyapatna : The train services between the city and Bangalore, which were disrupted due to the landslide between Yedakumeri and Siribagilu stat*","The train services between the city and Bangalore, which were disrupted due to the landslide between Yedakumeri and Siribagilu stations on Sunday, resumed on Monday October 4. The train to Bangalore from here did not begin its journey because of the said problem. The railways, in a swift operation, cleared the tracks within a day and paved way for the movement of goods and passenger trains on this line, the railway officials stated. The above stretch had suffered several landslides in the past because of heavy rains, and as the earth on this hilly terrain is wet. As the landslide on Sunday was of less intensity, repairs could be completed by removing boulders and mud that had got deposited on the tracks without much loss of time, it is learnt.",,unknown,landslide,rain,medium,unknown,0.0,,,,,glc,2537.0,India,IN,Karnataka,37681.0,Channarāyapatna,14.42796,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.2728,12.9711
IBN,http://ibnlive.in.com/news/heavy-rain-landslide-wreak-havoc-on-central-travancore/283183-60-116.html,4486,08/17/2012 12:00:00 AM,,"Chonamala, Periyamata, Vellampatta","Around seven persons were injured in a landslide that occurred at Pullupara, near Peruvanthanam in Idukki. Another landside wreaked havoc at Chonamala, Periyamala, Vellampatta and Palomala in Thalanad, and Karikad in Theekkoy panchayat.","Chonamala, Periyamata, Vellampatta",unknown,landslide,downpour,medium,unknown,,,,,,glc,4486.0,India,IN,Kerala,12659.0,Periya,2.55859,01/09/2016 12:18:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.803,9.7285
kndu,http://www.kndu.com/global/story.asp?s=11474651,1291,11/09/2009 12:00:00 AM,,"Ooty and Coonoor, Tamil Nadu","NEW DELHI (AP) - A landslide triggered by torrential seasonal rains swept through a hilly region in southern India, killing at least 42 people, an official said Tuesday.  The landslide demolished nearly 300 tin-roofed mud huts Monday in the Ooty and Coonoor region of Tamil Nadu state, a state flood control official said on condition of anonymity because he was not authorized to talk to reporters. The region is nearly 1,120 miles (1,800 kilometers) south of the capital, New Delhi.  Rescuers found 14 bodies in the debris Monday and another 28 on Tuesday, the official said, adding that eight injured people were hospitalized.  NEW DELHI (AP) - A landslide triggered by torrential seasonal rains swept through a hilly region in southern India, killing at least 42 people, an official said Tuesday.  The landslide demolished nearly 300 tin-roofed mud huts Monday in the Ooty and Coonoor region of Tamil Nadu state, a state flood control official said on condition of anonymity because he was not au","Ooty and Coonoor, Tamil Nadu",25km,landslide,downpour,medium,unknown,42.0,,,,,glc,1291.0,India,IN,Tamil Nadu,98238.0,Ooty,0.42311,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.6939,11.4098
www.newindianexpress.com,http://www.newindianexpress.com/states/tamil_nadu/Landslides-after-rain-in-Nilgiris/2013/07/26/article1702573.ece,5200,07/25/2013 12:00:00 AM,,"Avalanche, Nilgiris, Tamil Nadu","Rain and gusty winds continued to lash areas in Gudalur and Pandalur taluks and tribal settlements in the regions were the worst affected. Heavy rain caused havoc in some parts of the hill district with water entering seven houses of Thenvayal, a tribal colony near Puthurvayal in Gudalur and landslides occurred at Avalanche affecting traffic movement in the region on Thursday. Residents were evacuated to a nearby school and provided with relief. Similarly, 25 houses in Hirivayal of Gudalur block were affected due to rains.  Traffic was affected on some road as trees fell. Collector Archana Patnaik visited the affected areas and reviewed the situation.","Avalanche, Nilgiris, Tamil Nadu",5km,landslide,downpour,medium,unknown,,,,,,glc,5200.0,India,IN,Tamil Nadu,98238.0,Ooty,15.03611,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.5959,11.3192
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-11-13/thiruvananthapuram/44028783_1_train-traffic-mangalore-central-parasuram-express-heavy-rain,5637,11/13/2013 12:00:00 AM,,"Thampanoor, Thiruvananthapuram, Kerala",The train traffic at Thiruvananthapuram has been disrupted due to heavy incessant rain which has caused waterlogging on railway tracks and landslides at several places including the yard at Thiruvananthapuram Central station and Nagarcoil on Wednesday.,"Thampanoor, Thiruvananthapuram, Kerala",1km,landslide,downpour,medium,unknown,0.0,,,,,glc,5637.0,India,IN,Kerala,784153.0,Thiruvananthapuram,0.28523,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9517,8.4863
Daiji Worldwide,http://www.daijiworld.com/news/news_disp.asp?n_id=401085,8086,06/24/2016 11:00:00 PM,,"Maya Bar, Thokkottu, India","As a result of sudden landslide that took place at Thokkottu, three vehicles ended up in a crater created by the landslide.  The incident took place at 11 pm near Maya Bar on Friday night of June 24. People gathered were surprised to see three vehicles in the crater. It is said that while widening the road, the height of the road was increased by using soil. People said, a well was closed in that process without using sufficient soil but with the help of a thin concrete layer. This ‘patch work’ has ended in the landslide now. Luckily there was no harm to human beings who are always seen talking in the area.","Maya Bar, Thokkottu, India",exact,landslide,downpour,medium,unknown,0.0,0.0,,http://www.tvdaijiworld.com/images6/rjp_250616_mayabar4.JPG,,glc,8086.0,India,IN,Karnataka,59116.0,Ullal,1.12911,06/30/2016 07:24:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.8586,12.8157
The Hindu,http://www.thehindu.com/news/cities/Coimbatore/mudslide-leaves-one-dead-at-valparai/article8577832.ece,9386,05/09/2016 12:10:00 PM,,".5 km away from Valparai Police Station at a construction site, Valparai, Tamil Nadu, India","A construction worker was killed and three others were injured when earth caved in at Kamarajar Nagar in Valparai on Monday afternoon. The incident took place at a construction site located about half a kilometre from Valparai police station. The deceased was identified as C. Balasubramaniyan (40) of Kamarajar Nagar. The injured are P. Ayyappan (37), P. Vignesh (19) and S. Buvan (20) of Pudhu Thottam. They were working at a site near Valparai to Pollachi Road.  On Monday, the workers were building a wall to prevent mud from caving in. Around 12.10 p.m., a pile of mud fell on them. Fire and Rescue Services personnel rescued Ayyappan and Buvan first..",".5 km away from Valparai Police Station at a construction site, Valparai, Tamil Nadu, India",1km,landslide,construction,small,mine,1.0,3.0,,,,glc,9386.0,India,IN,Tamil Nadu,90353.0,Valparai,1.02005,08/03/2016 06:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9592,10.3316
www.thehindu.com,http://www.thehindu.com/news/cities/Kochi/all-quiet-at-cheeyappara-falls-but-landslip-threat-looms-large/article5110181.ece,5278,08/05/2013 09:30:00 AM,,"Cheeyappara Waterfalls, Ernakulam, Kerala","The otherwise lively site of Cheeyappara waterfalls on the Kochi-Dhanushkodi national highway is eerily quiet. On August 6, tragedy struck the tourist spot when a landslide shook the region and claimed three lives. A month later, the memories remain, and continue to hurt. More than a score of small shops that operated near the waterfall have been closed on a directive from the district administration and the National Highways Authority of India (NHAI). The Revenue Department had issued orders for the closure of the shops after geologists warned of further landslips at the site. Tourists stopping at the site of the landslide to take in the waterfall were advised not to park their vehicles there, said Adimali grama pancayat president P.V. Scariah. He said the site still posed serious danger and landslips were real possibilities as rains continued to drench the area. Forty-year-old Shanta, who ran a small shop selling snacks at Cheeyappara, said the landslide was still fresh in memory. Sh","Cheeyappara Waterfalls, Ernakulam, Kerala",1km,mudslide,monsoon,medium,unknown,5.0,,,,,glc,5278.0,India,IN,Kerala,25436.0,Kuttampuzha,14.99263,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.8298,10.0539
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-06-16/racing/29664705_1_endurance-category-ultimate-mysore,3614,06/16/2011 12:00:00 AM,,Munjur near Mettupalayam,"Meanwhile, stages for both cars and bikes in the 'Ultimate' category were cancelled following landslide after rainfall at Munjur near Mettupalayam.",Munjur near Mettupalayam,25km,landslide,rain,medium,unknown,0.0,,,,,glc,3614.0,India,IN,Tamil Nadu,66944.0,Mettupalayam,0.07515,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9354,11.2993
www.deccanchronicle.com,http://www.deccanchronicle.com/130806/news-current-affairs/article/special-landslides-rain-havoc-kerala,5284,08/05/2013 12:00:00 AM,,"Nairpara, Kerala","In another landslip at nearby Nairpara, Annamma, 60, wife of Poulose, of Perumamthadathil, died when mud and rock fell on her house.","Nairpara, Kerala",unknown,landslide,monsoon,medium,unknown,1.0,,,,,glc,5284.0,India,IN,Kerala,49330.0,Kizhake Chālakudi,10.61205,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.4319,10.3228
www.thehindu.com,http://www.thehindu.com/news/cities/Kochi/landslip-buries-28-houses-in-thodupuzha/article5000303.ece,5291,08/07/2013 08:00:00 AM,,Kozhipilly In Velliyamattom Village Under Thodupuzha Taluk,"After Idukki, itÕs Thodupuzha. Twenty-eight houses were damaged and 20 acres of land came under flood waters and debris following a major landslip at Kozhipilly in Velliyamattom village under Thodupuzha taluk on Wednesday. Though the threatening rumblings of earth have been muted at Cheeyappara in Idukki, flooding and landslides continued to be a threat in several parts of the district, which has sustained an estimated loss of Rs. 27.5 crore during this monsoon season. No one has been injured in WednesdayÕs landslide that occurred in the early hours of Wednesday and several families escaped in the nick of time. People who were robbed of their homes were shifted the Government LP School, Nelliyani. Search operations at the site of the landslide that killed three people on Monday at Cheeyampara on National Highway 49 between Kochi and Dhanushkodi were wrapped up on Wednesday. The search, led by personnel from the National Disaster Response Force, the Army and the Navy has officially been",Kozhipilly In Velliyamattom Village Under Thodupuzha Taluk,1km,landslide,monsoon,medium,unknown,0.0,,,,,glc,5291.0,India,IN,Kerala,37543.0,Kotamangalam,0.70203,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.6331,10.0606
ibnlive.in,http://ibnlive.in.com/news/landslides-in-parts-of-idukki/156453-60-116.html,3557,05/31/2011 12:00:00 AM,,"Kulamavu region, Kerala","Jun 04, 2011   Heavy rain lashing the state has caused landslides at various parts of the district. … Another landslide was reported in the Kulamavu region on Thursday. No damage or casualty were reported as the landslide occurred in a remote area.","Kulamavu region, Kerala",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,3557.0,India,IN,Kerala,11248.0,Idukki,9.03648,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9006,9.8012
www.deccanchronicle.com,http://www.deccanchronicle.com/130806/news-current-affairs/article/special-landslides-rain-havoc-kerala,5282,08/05/2013 12:00:00 AM,,"Maniyarankudy, Kerala","as also Thankachan M. (56), in another incident at Maniyarankudy.","Maniyarankudy, Kerala",5km,landslide,monsoon,medium,unknown,1.0,,,,,glc,5282.0,India,IN,Kerala,11248.0,Idukki,6.15797,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9346,9.8957
thaindian,http://www.thaindian.com/newsportal/enviornment/landslides-in-kozhikode-after-heavy-rain_100255752.html,1213,10/03/2009 12:00:00 AM,,"Puddipadi, Kozhikode, Kerala ","Heavy rain lashing Kerala’s Kozhikode district for the past two days led to landslides at half a dozen places here Saturday. Revenue officials said that though there has been no loss of life, damage to crops and houses have been reported at places like Puthupady, Balussery and hilly areas where there is a large concentration of farmers.","Puddipadi, Kozhikode, Kerala ",10km,landslide,downpour,medium,unknown,,,,,,glc,1213.0,India,IN,Kerala,29602.0,Kalpetta,17.10449,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.9957,11.4816
Infralive,http://infralive.com/web/national-highway-suffers-landslip-near-addahole/,10016,06/27/2017 01:10:00 PM,,Landslide on National Highway 75,"Landslide on National Highway 75 between Gundiya and Addahole, traffic movement affected","Addahole, Karnataka State, India",10km,landslide,rain,small,above_road,0.0,0.0,,,,,,,,,,,,06/29/2017 01:10:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.21163889,12.82402778
print.dailymirror,http://print.dailymirror.lk/news/provincial-news/28115.html,2745,11/23/2010 08:00:00 AM,,"Kodaikanal-Thandigudi(Thandikudi)-Batlagundu hill road, Tamil Nadu province","CHENNAI: All roads to Kodaikanal were completely blocked following landslides at 13 places on the Kodaikanal-Batlagundu ghat road and Kodaikanal-Thandigudi-Batlagundu hill road on Tuesday.  Torrential showers battered the hill station in the last 24 hours, snapping road connectivity to hundreds of villages on the hill roads. Huge boulders fell on the Kodaikanal- Batlagundu Road in the early hours of Tuesday, and vehicles could not proceed beyond Dum Dum Rock.","Kodaikanal-Thandigudi(Thandikudi)-Batlagundu hill road, Tamil Nadu province",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2745.0,India,IN,Tamil Nadu,35021.0,Kodaikānāl,10.18294,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.582,10.2462
The hindu.com,http://www.hindu.com/thehindu/holnus/004200710311922.htm,336,10/30/2007 12:00:00 AM,,"bridge between Coonoor and Barliar, Tamil Nadu","unsure of date or location, blocked roads and created ""crater"" - ?","bridge between Coonoor and Barliar, Tamil Nadu",unknown,landslide,rain,medium,unknown,2.0,,,,,glc,336.0,India,IN,Tamil Nadu,19962.0,Annur,5.01776,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.1236,11.2777
